point,S2id,type
point_8768,20190911T101021_20190911T101023_T33UUS,scribble
point_8768,20200508T101031_20200508T101029_T33UUS,scribble
point_8769,20180618T101021_20180618T101024_T33UUT,scribble
point_8769,20191128T102259_20191128T102255_T33UUT,scribble
point_8769,20200426T101549_20200426T102352_T32UQC,scribble
point_8769,20200508T101031_20200508T101029_T32UQC,scribble
point_8769,20200707T101031_20200707T101405_T32UQC,scribble
point_8770,20190812T101031_20190812T101028_T32UQD,scribble
point_8770,20200109T101401_20200109T101402_T32UQD,scribble
point_8770,20200208T101151_20200208T101153_T33UUU,scribble
point_8770,20200426T101549_20200426T102352_T33UUU,scribble
point_8770,20200526T101559_20200526T101605_T32UQD,scribble
point_8773,20180711T102021_20180711T102024_T32UPD,scribble
point_8773,20180810T102021_20180810T102023_T32UPD,scribble
point_8773,20190823T103029_20190823T103244_T32UPD,scribble
point_8773,20200302T102021_20200302T102554_T32UPD,scribble
point_8773,20200401T102021_20200401T102432_T32UPD,scribble
point_8784,20180511T100029_20180511T100713_T33TUG,scribble
point_8784,20191107T100221_20191107T100402_T33TUG,scribble
point_8784,20200405T100021_20200405T100236_T33TUG,scribble
point_8784,20200430T100019_20200430T100456_T33TUG,scribble
point_8784,20200704T100031_20200704T100635_T33TUG,scribble
point_8785,20180610T100029_20180610T100534_T33TUH,scribble
point_8785,20180715T100031_20180715T100028_T33TUH,scribble
point_8785,20190610T100031_20190610T100637_T33TUH,scribble
point_8785,20190804T100039_20190804T100758_T33TUH,scribble
point_8785,20191008T100031_20191008T100709_T33TUH,scribble
point_8788,20180511T100029_20180511T100713_T33TUG,scribble
point_8788,20180615T100031_20180615T100522_T33TUG,scribble
point_8788,20190804T100039_20190804T100758_T33TUG,scribble
point_8788,20191008T100031_20191008T100709_T33TUG,scribble
point_8788,20200505T100031_20200505T100638_T33TUG,scribble
point_8790,20180826T095019_20180826T095513_T33TVG,scribble
point_8790,20180920T095021_20180920T095328_T33TVG,scribble
point_8790,20190319T095031_20190319T095353_T33TVG,scribble
point_8790,20200212T095121_20200212T095344_T33TVG,scribble
point_8790,20200611T095041_20200611T095036_T33TVG,scribble
point_8792,20180222T095031_20180222T095026_T33TWF,scribble
point_8792,20191214T095401_20191214T095404_T33TWF,scribble
point_8792,20200108T095309_20200108T095303_T33TWF,scribble
point_8792,20200308T095029_20200308T095027_T33TWF,scribble
point_8792,20200611T095041_20200611T095036_T33TWF,scribble
point_8795,20180331T094031_20180331T094450_T33TXE,scribble
point_8795,20180505T094029_20180505T094337_T33TXE,scribble
point_8795,20181226T094411_20181226T094605_T33TXE,scribble
point_8795,20191121T094311_20191121T094342_T33TXE,scribble
point_8795,20200419T094031_20200419T094121_T33TXE,scribble
point_8801,20180622T095031_20180622T095438_T33SVB,scribble
point_8801,20190920T095029_20190920T095918_T33SVB,scribble
point_8801,20200113T095351_20200113T095345_T33SVB,scribble
point_8801,20200308T095029_20200308T095932_T33SVB,scribble
point_8801,20200313T095031_20200313T095203_T33SVB,scribble
point_8802,20180925T095029_20180925T095555_T33SVA,scribble
point_8802,20190212T095129_20190212T095947_T33SVA,scribble
point_8802,20191002T094031_20191002T094033_T33SVA,scribble
point_8802,20200517T095029_20200517T095822_T33SVA,scribble
point_8802,20200706T095029_20200706T095031_T33SVA,scribble
point_8803,20180103T095401_20180103T095700_T33SUB,scribble
point_8803,20181124T095329_20181124T095947_T33SUB,scribble
point_8803,20191015T095031_20191015T095354_T33SUB,scribble
point_8803,20191020T095029_20191020T095833_T33SUB,scribble
point_8803,20200118T095229_20200118T095554_T33SUB,scribble
point_8804,20180826T095019_20180826T095513_T33SVB,scribble
point_8804,20180920T095021_20180920T095328_T33SVB,scribble
point_8804,20200212T095121_20200212T095344_T33SVB,scribble
point_8804,20200706T095029_20200706T095031_T33SVB,scribble
point_8804,20200716T095029_20200716T095236_T33SVB,scribble
point_8813,20180608T101021_20180608T101726_T32SMJ,scribble
point_8813,20190504T101031_20190504T101433_T32SMJ,scribble
point_8813,20191029T102039_20191029T102520_T32SMJ,scribble
point_8813,20191130T101401_20191130T101406_T32SMJ,scribble
point_8813,20200109T101401_20200109T101402_T32SMJ,scribble
point_8815,20181103T102159_20181103T102338_T32TMM,scribble
point_8815,20190127T102311_20190127T102327_T32TMM,scribble
point_8815,20190402T102029_20190402T102026_T32TMM,scribble
point_8815,20190726T102031_20190726T102654_T32TMM,scribble
point_8815,20200720T102031_20200720T102636_T32TMM,scribble
point_8821,20180812T101019_20180812T101124_T32SMF,scribble
point_8821,20190208T101159_20190208T101158_T32SMF,scribble
point_8821,20190906T101029_20190906T101714_T32SMF,scribble
point_8821,20191011T101031_20191011T101621_T32SMF,scribble
point_8821,20200503T100549_20200503T102035_T32SMF,scribble
point_8822,20180807T101021_20180807T102026_T32SLF,scribble
point_8822,20180904T102019_20180904T102915_T32SLF,scribble
point_8822,20190119T101339_20190119T101848_T32SLF,scribble
point_8822,20191016T101029_20191016T101025_T32SLF,scribble
point_8822,20200501T102031_20200501T102420_T32SLF,scribble
point_8830,20180109T101401_20180109T101536_T32TPP,scribble
point_8830,20180608T101021_20180608T101726_T32TPP,scribble
point_8830,20180708T101031_20180708T101803_T32TPP,scribble
point_8830,20190305T101021_20190305T101019_T32TPP,scribble
point_8830,20190703T101031_20190703T101051_T32TPP,scribble
point_8834,20180726T102019_20180726T102150_T32TNN,scribble
point_8834,20180906T101021_20180906T101811_T32TNN,scribble
point_8834,20181223T102429_20181223T102536_T32TNN,scribble
point_8834,20190417T102031_20190417T102431_T32TNN,scribble
point_8834,20200228T101021_20200228T101400_T32TNN,scribble
point_8842,20181013T100021_20181013T100023_T33TUH,scribble
point_8842,20181112T100241_20181112T100237_T33TUH,scribble
point_8842,20190610T100031_20190610T100637_T33TUH,scribble
point_8842,20191207T100411_20191207T100405_T33TUH,scribble
point_8842,20200405T100021_20200405T100236_T33TUH,scribble
point_8851,20180719T103019_20180719T103020_T32TMS,scribble
point_8851,20180731T102021_20180731T102701_T32TMS,scribble
point_8851,20180818T103019_20180818T103724_T32TMS,scribble
point_8851,20180830T102021_20180830T102524_T32TMS,scribble
point_8851,20181017T103019_20181017T103202_T32TMS,scribble
point_8853,20180704T103021_20180704T103023_T32TMT,scribble
point_8853,20180914T102019_20180914T102014_T32TMT,scribble
point_8853,20190927T103021_20190927T103725_T32TMT,scribble
point_8853,20191223T102431_20191223T102430_T32TMT,scribble
point_8853,20200708T102559_20200708T103435_T32TMT,scribble
point_8863,20180624T103021_20180624T103503_T31TGM,scribble
point_8863,20180823T103021_20180823T103535_T32TLS,scribble
point_8863,20181022T103051_20181022T103053_T31TGM,scribble
point_8863,20190120T103341_20190120T103339_T31TGM,scribble
point_8863,20190917T103021_20190917T103549_T32TLS,scribble
point_8867,20180428T104021_20180428T104024_T31UGQ,scribble
point_8867,20190523T104031_20190523T104026_T32ULV,scribble
point_8867,20190902T103029_20190902T103550_T31UGQ,scribble
point_8867,20191002T103019_20191002T103637_T32ULV,scribble
point_8867,20200417T104021_20200417T104557_T32ULV,scribble
point_8870,20190902T103029_20190902T103550_T32ULA,scribble
point_8870,20191002T103019_20191002T103637_T32ULA,scribble
point_8870,20200417T104021_20200417T104557_T32ULA,scribble
point_8870,20200623T103031_20200623T103426_T31UGR,scribble
point_8870,20200728T102559_20200728T103150_T31UGR,scribble
point_8876,20180801T104019_20180801T104018_T31UFT,scribble
point_8876,20190317T105021_20190317T105035_T31UFT,scribble
point_8876,20190814T105031_20190814T105153_T31UFT,scribble
point_8876,20200422T103619_20200422T103903_T31UFT,scribble
point_8876,20200621T103629_20200621T103745_T31UFT,scribble
point_8888,20180704T103021_20180704T103023_T32UMD,scribble
point_8888,20190617T104029_20190617T104030_T32UMD,scribble
point_8888,20191027T103131_20191027T103129_T32UMD,scribble
point_8888,20191114T104209_20191114T104212_T32UMD,scribble
point_8888,20200711T103629_20200711T103625_T32UMD,scribble
point_8896,20180828T103019_20180828T103013_T32UPC,scribble
point_8896,20191022T103059_20191022T103055_T32UPC,scribble
point_8896,20200419T102549_20200419T103515_T32UPC,scribble
point_8896,20200630T102031_20200630T102422_T32UPC,scribble
point_8896,20200718T102559_20200718T103605_T32UPC,scribble
point_8907,20180502T102031_20180502T102434_T33UVV,scribble
point_8907,20190701T102029_20190701T102032_T33UVV,scribble
point_8907,20191210T101411_20191210T101409_T33UVV,scribble
point_8907,20200403T100549_20200403T100808_T33UVV,scribble
point_8907,20200725T101559_20200725T102124_T33UVV,scribble
point_8909,20180823T103021_20180823T103535_T33UUA,scribble
point_8909,20181022T103051_20181022T103053_T33UUA,scribble
point_8909,20200302T102021_20200302T102019_T33UUA,scribble
point_8909,20200327T101629_20200327T101842_T33UUA,scribble
point_8909,20200718T102559_20200718T102559_T33UUA,scribble
point_8911,20180810T102021_20180810T102023_T32UPE,scribble
point_8911,20190224T103019_20190224T103021_T32UPE,scribble
point_8911,20190805T102031_20190805T102440_T32UPE,scribble
point_8911,20191022T103059_20191022T103055_T32UPE,scribble
point_8911,20200514T103031_20200514T103552_T32UPE,scribble
point_8912,20190507T102031_20190507T102226_T32UPD,scribble
point_8912,20190619T103031_20190619T103536_T32UPD,scribble
point_8912,20191103T102211_20191103T102205_T32UPD,scribble
point_8912,20200414T103021_20200414T103459_T32UPD,scribble
point_8912,20200419T102549_20200419T103515_T32UPD,scribble
point_8913,20180810T102021_20180810T102023_T32UPC,scribble
point_8913,20190606T102031_20190606T102358_T32UPC,scribble
point_8913,20190706T102031_20190706T102357_T32UPC,scribble
point_8913,20200102T102421_20200102T102422_T32UPC,scribble
point_8913,20200501T102031_20200501T102420_T32UPC,scribble
point_8915,20191205T101309_20191205T101308_T33UWV,scribble
point_8915,20200316T100021_20200316T100023_T33UWV,scribble
point_8915,20200403T100549_20200403T100808_T33UWV,scribble
point_8915,20200428T101031_20200428T101240_T33UWV,scribble
point_8915,20200609T100029_20200609T100029_T33UWV,scribble
point_8922,20180521T100029_20180521T100024_T33UXT,scribble
point_8922,20180720T100029_20180720T100241_T33UXT,scribble
point_8922,20190116T100349_20190116T100344_T33UXT,scribble
point_8922,20190814T100039_20190814T100304_T33UXT,scribble
point_8922,20200709T100029_20200709T100245_T33UXT,scribble
point_8937,20180725T100031_20180725T100132_T33TVN,scribble
point_8937,20180809T100019_20180809T100021_T33TVN,scribble
point_8937,20190605T100039_20190605T100530_T33TVN,scribble
point_8937,20200131T100139_20200131T100542_T33TVN,scribble
point_8937,20200331T100029_20200331T100122_T33TVN,scribble
point_8941,20180809T100019_20180809T100021_T33TVN,scribble
point_8941,20190705T100039_20190705T100705_T33TVN,scribble
point_8941,20191202T100259_20191202T100548_T33TVN,scribble
point_8941,20200430T100019_20200430T100456_T33TVN,scribble
point_8941,20200729T100029_20200729T100152_T33TVN,scribble
point_8949,20180717T095029_20180717T095403_T33TXK,scribble
point_8949,20180816T095029_20180816T095421_T33TXK,scribble
point_8949,20180915T095019_20180915T095020_T33TXK,scribble
point_8949,20190612T095039_20190612T095109_T33TXK,scribble
point_8949,20200507T095029_20200507T095027_T33TXK,scribble
point_8950,20180624T094029_20180624T094735_T33TYK,scribble
point_8950,20180724T094029_20180724T094755_T33TYK,scribble
point_8950,20181126T094321_20181126T094323_T33TYK,scribble
point_8950,20200320T094031_20200320T094248_T33TYK,scribble
point_8950,20200507T095029_20200507T095027_T33TYK,scribble
point_8951,20180525T094029_20180525T094155_T33TYK,scribble
point_8951,20180717T095029_20180717T095403_T33TYK,scribble
point_8951,20190905T095031_20190905T095319_T33TYK,scribble
point_8951,20200315T094029_20200315T094720_T33TYK,scribble
point_8951,20200618T094041_20200618T094609_T33TYK,scribble
point_8952,20190525T094031_20190525T094642_T33TXJ,scribble
point_8952,20190724T094041_20190724T094126_T33TXJ,scribble
point_8952,20190823T094031_20190823T094536_T33TXJ,scribble
point_8952,20191109T095129_20191109T095213_T33TXJ,scribble
point_8952,20200407T095029_20200407T095026_T33TXJ,scribble
point_8955,20180518T095029_20180518T095747_T33TXL,scribble
point_8955,20180717T095029_20180717T095403_T33TXL,scribble
point_8955,20190612T095039_20190612T095109_T33TXL,scribble
point_8955,20200606T095029_20200606T095031_T33TXL,scribble
point_8955,20200706T095029_20200706T095031_T33TXL,scribble
point_8956,20180518T095029_20180518T095208_T33TXM,scribble
point_8956,20180915T095019_20180915T095020_T33TXM,scribble
point_8956,20190314T095029_20190314T095447_T33TXM,scribble
point_8956,20190513T095039_20190513T095154_T33TXM,scribble
point_8956,20190702T095039_20190702T095306_T33TXM,scribble
point_8962,20180426T100031_20180426T100155_T33UWS,scribble
point_8962,20180625T100031_20180625T100523_T33UWS,scribble
point_8962,20190421T100031_20190421T100030_T33UWS,scribble
point_8962,20200304T101019_20200304T101022_T33UWS,scribble
point_8962,20200415T100031_20200415T100113_T33UWS,scribble
point_8976,20180603T101019_20180603T101329_T33TUN,scribble
point_8976,20180615T100031_20180615T100522_T33TUN,scribble
point_8976,20181112T100241_20181112T100237_T33TUN,scribble
point_8976,20190710T100031_20190710T100141_T33TUN,scribble
point_8976,20200722T100559_20200722T100846_T33TUN,scribble
point_8980,20180718T101031_20180718T101539_T33UUQ,scribble
point_8980,20180916T101021_20180916T101512_T33UUQ,scribble
point_8980,20190514T101031_20190514T101441_T33UUQ,scribble
point_8980,20190911T101021_20190911T101023_T33UUQ,scribble
point_8980,20191210T101411_20191210T101409_T33UUQ,scribble
point_8991,20190802T092039_20190802T092539_T34TFS,scribble
point_8991,20190901T092029_20190901T092425_T34TFS,scribble
point_8991,20191001T092029_20191001T092623_T34TFS,scribble
point_8991,20200129T092129_20200129T092615_T34TFS,scribble
point_8991,20200627T092029_20200627T092052_T34TFS,scribble
point_8995,20180611T093029_20180611T093032_T34UFB,scribble
point_8995,20180810T093029_20180810T093029_T34UFB,scribble
point_8995,20190805T093039_20190805T093537_T34UFB,scribble
point_8995,20190904T093039_20190904T093050_T34UFB,scribble
point_8995,20200219T094031_20200219T094335_T34UFB,scribble
point_8997,20180430T094031_20180430T094543_T34UFC,scribble
point_8997,20180729T094031_20180729T094031_T34UFC,scribble
point_8997,20180828T094031_20180828T094319_T34UFC,scribble
point_8997,20190308T093029_20190308T093411_T34UFC,scribble
point_8997,20200630T093039_20200630T093036_T34UFC,scribble
point_8998,20180512T093029_20180512T093032_T34UFD,scribble
point_8998,20190507T093039_20190507T093042_T34UFD,scribble
point_8998,20200526T093041_20200526T093040_T34UFD,scribble
point_8998,20200718T094041_20200718T094126_T34UFD,scribble
point_8998,20200730T093039_20200730T093036_T34UFD,scribble
point_9001,20181002T094029_20181002T094029_T34UEB,scribble
point_9001,20190530T094039_20190530T094350_T34UEB,scribble
point_9001,20190927T094029_20190927T094447_T34UEB,scribble
point_9001,20191027T094029_20191027T094607_T34UEB,scribble
point_9001,20200524T094029_20200524T094031_T34UEB,scribble
point_9002,20190319T095031_20190319T095353_T34UDB,scribble
point_9002,20190530T094039_20190530T094350_T34UDB,scribble
point_9002,20190629T094039_20190629T094329_T34UDB,scribble
point_9002,20190729T094039_20190729T094242_T34UDB,scribble
point_9002,20200524T094029_20200524T094031_T34UDB,scribble
point_9004,20180622T095031_20180622T095438_T34UDC,scribble
point_9004,20190530T094039_20190530T094350_T34UDC,scribble
point_9004,20200229T094031_20200229T094026_T34UDC,scribble
point_9004,20200524T094029_20200524T094031_T34UDC,scribble
point_9004,20200529T094041_20200529T094037_T34UDC,scribble
point_9011,20180505T094029_20180505T094337_T34VFJ,scribble
point_9011,20200419T094031_20200419T094121_T34VFJ,scribble
point_9011,20200514T094029_20200514T094157_T34VFJ,scribble
point_9011,20200613T094039_20200613T094203_T34VFJ,scribble
point_9011,20200623T094039_20200623T094033_T34VFJ,scribble
point_9020,20180830T093029_20180830T093024_T35UMB,scribble
point_9020,20181103T093141_20181103T093333_T35UMB,scribble
point_9020,20200322T093029_20200322T093032_T35UMB,scribble
point_9020,20200327T093031_20200327T093030_T35UMB,scribble
point_9020,20200720T093039_20200720T093357_T35UMB,scribble
point_9021,20180326T094029_20180326T094025_T35VMC,scribble
point_9021,20180929T093029_20180929T093259_T35VMC,scribble
point_9021,20200322T093029_20200322T093032_T35VMC,scribble
point_9021,20200608T094041_20200608T094037_T35VMC,scribble
point_9021,20200703T094039_20200703T094033_T35VMC,scribble
point_9023,20190823T094031_20190823T094033_T35VMD,scribble
point_9023,20190912T094031_20190912T094221_T35VMD,scribble
point_9023,20200327T093031_20200327T093030_T35VMD,scribble
point_9023,20200625T093041_20200625T093156_T35VMD,scribble
point_9023,20200708T094041_20200708T094035_T35VMD,scribble
point_9024,20180407T093031_20180407T093034_T35VME,scribble
point_9024,20180629T094031_20180629T094031_T35VME,scribble
point_9024,20180719T094031_20180719T094032_T35VME,scribble
point_9024,20181004T093031_20181004T093059_T35VME,scribble
point_9024,20200720T093039_20200720T093357_T35VME,scribble
point_9025,20190707T095031_20190707T095034_T35VMF,scribble
point_9025,20200509T094041_20200509T094035_T35VMF,scribble
point_9025,20200527T095029_20200527T095030_T35VMF,scribble
point_9025,20200625T093041_20200625T093156_T35VMF,scribble
point_9025,20200720T093039_20200720T093357_T35VMF,scribble
point_9032,20180402T093029_20180402T093345_T34TEP,scribble
point_9032,20190328T093039_20190328T093600_T34TEP,scribble
point_9032,20190427T093039_20190427T093432_T34TEP,scribble
point_9032,20190626T093039_20190626T093444_T34TEP,scribble
point_9032,20200620T093039_20200620T093358_T34TEP,scribble
point_9033,20180328T093031_20180328T093032_T34TEP,scribble
point_9033,20190522T093041_20190522T093120_T34TEP,scribble
point_9033,20191218T093411_20191218T093406_T34TEP,scribble
point_9033,20200403T092021_20200403T092024_T34TEP,scribble
point_9033,20200715T093041_20200715T093115_T34TEP,scribble
point_9038,20180308T093031_20180308T093605_T34TDK,scribble
point_9038,20180606T093031_20180606T093240_T34TDK,scribble
point_9038,20190502T093041_20190502T093541_T34TDK,scribble
point_9038,20190626T093039_20190626T093444_T34TDK,scribble
point_9038,20190701T093041_20190701T093039_T34TDK,scribble
point_9048,20190226T093029_20190226T093032_T34TDR,scribble
point_9048,20200209T094131_20200209T094333_T34TDR,scribble
point_9048,20200620T093039_20200620T093358_T34TDR,scribble
point_9048,20200708T094041_20200708T094035_T34TDR,scribble
point_9048,20200720T093039_20200720T093357_T34TDR,scribble
point_9058,20180222T095031_20180222T095026_T34UED,scribble
point_9058,20180803T094029_20180803T094501_T34UED,scribble
point_9058,20190530T094039_20190530T094350_T34UED,scribble
point_9058,20190828T094039_20190828T094520_T34UED,scribble
point_9058,20191015T095031_20191015T095354_T34UED,scribble
point_9064,20180324T095031_20180324T095027_T34VEH,scribble
point_9064,20180513T095031_20180513T095126_T34VEH,scribble
point_9064,20190508T095031_20190508T095033_T34VEH,scribble
point_9064,20200207T095059_20200207T095055_T34VEH,scribble
point_9064,20200606T095029_20200606T095031_T34VEH,scribble
point_9071,20180818T103019_20180818T103015_T33VVC,scribble
point_9071,20180904T102019_20180904T102014_T33VVC,scribble
point_9071,20190502T102029_20190502T102223_T33VVC,scribble
point_9071,20200409T102559_20200409T103126_T33VVC,scribble
point_9071,20200708T102559_20200708T103435_T33VVC,scribble
point_9078,20180827T110029_20180827T110026_T32VLL,scribble
point_9078,20190623T105629_20190623T105627_T32VLL,scribble
point_9078,20190628T105621_20190628T110225_T32VLL,scribble
point_9078,20190809T105039_20190809T105327_T32VLL,scribble
point_9078,20200622T105631_20200622T105647_T32VLL,scribble
point_9080,20180703T105621_20180703T105938_T32VLN,scribble
point_9080,20180919T110719_20180919T111256_T32VLN,scribble
point_9080,20190524T105629_20190524T110120_T32VLN,scribble
point_9080,20190815T110629_20190815T111321_T32VLN,scribble
point_9080,20190827T105621_20190827T105621_T32VLN,scribble
point_9081,20180531T091031_20180531T091456_T35UMQ,scribble
point_9081,20180829T090551_20180829T090834_T35UMQ,scribble
point_9081,20180916T092019_20180916T092306_T35UMQ,scribble
point_9081,20190315T092029_20190315T092026_T35UMQ,scribble
point_9081,20200520T090601_20200520T090559_T35UMQ,scribble
point_9092,20180411T090641_20180411T091055_T35TMM,scribble
point_9092,20180809T090551_20180809T090843_T35TMM,scribble
point_9092,20190325T092029_20190325T092532_T35TMM,scribble
point_9092,20191102T091131_20191102T091130_T35TMM,scribble
point_9092,20200729T090601_20200729T091338_T35TMM,scribble
point_9101,20180206T093151_20180206T093423_T34UGA,scribble
point_9101,20180708T092029_20180708T092624_T34UGA,scribble
point_9101,20190414T092039_20190414T092033_T35ULR,scribble
point_9101,20190628T092031_20190628T092514_T34UGA,scribble
point_9101,20200725T093041_20200725T093039_T34UGA,scribble
point_9113,20180525T094029_20180525T094155_T34TCR,scribble
point_9113,20180602T095031_20180602T095334_T34TCR,scribble
point_9113,20180922T094029_20180922T094341_T34TCR,scribble
point_9113,20190309T095021_20190309T095357_T34TCR,scribble
point_9113,20190607T095031_20190607T095032_T34TCR,scribble
point_9115,20180324T085619_20180324T085751_T35TNL,scribble
point_9115,20180523T090019_20180523T090420_T35TNL,scribble
point_9115,20180622T085559_20180622T085652_T35TNL,scribble
point_9115,20190617T085609_20190617T090059_T35TNL,scribble
point_9115,20200430T090601_20200430T090557_T35TNL,scribble
point_9116,20180202T090159_20180202T090155_T35TPM,scribble
point_9116,20180217T090031_20180217T090216_T35TPM,scribble
point_9116,20190103T090351_20190103T090348_T35TPM,scribble
point_9116,20190712T085601_20190712T085857_T35TPM,scribble
point_9116,20190910T085551_20190910T085851_T35TPM,scribble
point_9120,20180126T091239_20180126T091236_T35UPQ,scribble
point_9120,20180526T091019_20180526T091020_T35UPQ,scribble
point_9120,20180615T090549_20180615T090946_T35UPQ,scribble
point_9120,20180819T090551_20180819T091559_T35UPQ,scribble
point_9120,20200721T085559_20200721T090321_T35UPQ,scribble
point_9121,20180126T091239_20180126T091236_T35UPR,scribble
point_9121,20180720T090601_20180720T090555_T35UPR,scribble
point_9121,20180725T090639_20180725T091402_T35UPR,scribble
point_9121,20180819T090551_20180819T091559_T35UPR,scribble
point_9121,20200510T090601_20200510T090924_T35UPR,scribble
point_9133,20180224T094019_20180224T094235_T35VNF,scribble
point_9133,20180507T093041_20180507T093036_T35VNF,scribble
point_9133,20190520T094039_20190520T094039_T35VNF,scribble
point_9133,20190621T093041_20190621T093038_T35VNF,scribble
point_9133,20200715T093041_20200715T093115_T35VNF,scribble
point_9138,20180326T084601_20180326T085428_T36UUU,scribble
point_9138,20180410T084559_20180410T085616_T36UUU,scribble
point_9138,20180808T084559_20180808T084940_T36UUU,scribble
point_9138,20200130T085119_20200130T085113_T36UUU,scribble
point_9138,20200214T085041_20200214T085043_T36UUU,scribble
point_9141,20180217T090031_20180217T090216_T35UQP,scribble
point_9141,20180403T085549_20180403T090619_T35UQP,scribble
point_9141,20180528T085641_20180528T085828_T35UQP,scribble
point_9141,20181020T085959_20181020T090533_T35UQP,scribble
point_9141,20190925T085709_20190925T085833_T35UQP,scribble
point_9152,20180807T092029_20180807T092321_T36VUH,scribble
point_9152,20180814T090549_20180814T091348_T36VUH,scribble
point_9152,20181013T090919_20181013T091324_T36VUH,scribble
point_9152,20191001T092029_20191001T092308_T36VUH,scribble
point_9152,20200727T092029_20200727T092030_T36VUH,scribble
point_9156,20190519T092031_20190519T092032_T36VVJ,scribble
point_9156,20190531T090559_20190531T091253_T36VVJ,scribble
point_9156,20190827T092031_20190827T092030_T36VVJ,scribble
point_9156,20191001T092029_20191001T092308_T36VVJ,scribble
point_9156,20200513T092031_20200513T092033_T36VVJ,scribble
point_9160,20190516T090601_20190516T090558_T36VWK,scribble
point_9160,20190528T085609_20190528T085755_T36VWK,scribble
point_9160,20190811T085601_20190811T090211_T36VWK,scribble
point_9160,20190908T090559_20190908T091304_T36VWK,scribble
point_9160,20200709T090601_20200709T090558_T36VWK,scribble
point_9165,20190222T090001_20190222T090324_T36VWL,scribble
point_9165,20190501T090559_20190501T091216_T36VWL,scribble
point_9165,20190811T085601_20190811T090211_T36VWL,scribble
point_9165,20191020T090011_20191020T090006_T36VWL,scribble
point_9165,20200530T090601_20200530T090600_T36VWL,scribble
point_9170,20190910T085551_20190910T085851_T36UWE,scribble
point_9170,20191015T085929_20191015T085931_T36UWE,scribble
point_9170,20200320T084639_20200320T084633_T36UWE,scribble
point_9170,20200412T085549_20200412T090029_T36UWE,scribble
point_9170,20200723T084601_20200723T084817_T36UWE,scribble
point_9172,20190123T090251_20190123T090318_T36UVC,scribble
point_9172,20190309T085809_20190309T090229_T36UVC,scribble
point_9172,20190523T085601_20190523T090026_T36UVC,scribble
point_9172,20190821T085601_20190821T085815_T36UVC,scribble
point_9172,20200616T085601_20200616T085601_T36UVC,scribble
point_9175,20190331T084601_20190331T084714_T36UWA,scribble
point_9175,20190709T084601_20190709T085041_T36UWA,scribble
point_9175,20190729T084601_20190729T084722_T36UWA,scribble
point_9175,20190828T084601_20190828T084904_T36UWA,scribble
point_9175,20200728T084559_20200728T084753_T36UWA,scribble
point_9178,20190331T084601_20190331T084714_T36TWT,scribble
point_9178,20190412T083609_20190412T084433_T36TWT,scribble
point_9178,20190604T084609_20190604T085141_T36TWT,scribble
point_9178,20190611T083609_20190611T084501_T36TWT,scribble
point_9178,20200421T083601_20200421T083601_T36TWT,scribble
point_9185,20190805T083601_20190805T083629_T36UXV,scribble
point_9185,20191121T085159_20191121T085154_T36UXV,scribble
point_9185,20200302T083841_20200302T083844_T36UXV,scribble
point_9185,20200630T083611_20200630T083612_T36UXV,scribble
point_9185,20200715T083559_20200715T083706_T36UXV,scribble
point_9187,20190328T084011_20190328T084013_T36UXC,scribble
point_9187,20190606T083601_20190606T083602_T36UXC,scribble
point_9187,20190616T083601_20190616T084207_T36UXC,scribble
point_9187,20190724T084609_20190724T085208_T36UXC,scribble
point_9187,20200630T083611_20200630T083612_T36UXC,scribble
point_9188,20190828T084601_20190828T084904_T36UXD,scribble
point_9188,20200325T084601_20200325T085118_T36UXD,scribble
point_9188,20200424T084601_20200424T084846_T36UXD,scribble
point_9188,20200519T084559_20200519T084934_T36UXD,scribble
point_9188,20200524T084601_20200524T084814_T36UXD,scribble
point_9201,20190406T090601_20190406T090555_T36VXL,scribble
point_9201,20190707T085609_20190707T090132_T36VXL,scribble
point_9201,20190724T084609_20190724T085208_T36VXL,scribble
point_9201,20190823T084609_20190823T084607_T36VXL,scribble
point_9201,20200704T090559_20200704T090556_T36VXL,scribble
point_9204,20190304T085841_20190304T090208_T36VXP,scribble
point_9204,20190408T085559_20190408T090301_T36VXP,scribble
point_9204,20190612T085601_20190612T085558_T36VXP,scribble
point_9204,20190915T085559_20190915T085753_T36VXP,scribble
point_9204,20200626T085601_20200626T085651_T36VXP,scribble
point_9209,20190419T092031_20190419T092031_T36VWP,scribble
point_9209,20190618T092031_20190618T092032_T36VWP,scribble
point_9209,20190705T090601_20190705T090559_T36VWP,scribble
point_9209,20200617T092029_20200617T092207_T36VWP,scribble
point_9209,20200619T090601_20200619T090600_T36VWP,scribble
point_9215,20190215T082029_20190215T082029_T37UFR,scribble
point_9215,20190516T081609_20190516T081817_T37UFR,scribble
point_9215,20190819T081611_20190819T082341_T37UFR,scribble
point_9215,20191112T082109_20191112T082103_T37UFR,scribble
point_9215,20200311T081739_20200311T082552_T37UFR,scribble
point_9217,20190615T081609_20190615T082515_T37UES,scribble
point_9217,20190906T082609_20190906T083440_T37UES,scribble
point_9217,20191013T081859_20191013T081900_T37UES,scribble
point_9217,20200602T082609_20200602T082925_T37UES,scribble
point_9217,20200619T081609_20200619T082003_T37UES,scribble
point_9221,20190409T082609_20190409T082606_T37UDP,scribble
point_9221,20190613T082611_20190613T083046_T37UDP,scribble
point_9221,20190812T082611_20190812T083557_T37UDP,scribble
point_9221,20190921T082631_20190921T083238_T37UDP,scribble
